userId,leniency,extremity,activity,genre_entropy,contrarian_bias,contrarian_degree,popularity_bias
118205,0.0006634135897960469,0.5974987000460651,6032,2.446486385723027,0.04131690768809427,0.3509384455821715,2793.530669761273
8405,-0.17827246924674878,0.9564322063086061,5814,2.5479414460139784,-0.14657057148839125,0.5548118257664018,3005.1343309253525
82418,0.2491209320720067,1.058857888145858,4378,2.452621985514898,0.16753838742696853,0.7612626672474622,3588.107811786204
125794,0.5246133317580761,0.7231689696993925,4209,2.508533115611399,0.4794539480805626,0.6366406050807311,3712.582561178427
74142,-1.8388411000694451,1.1303723837267883,4183,2.495012897229853,-1.6049264095927822,1.7023172982868198,3373.0451828830983
83090,-0.8726063251638498,0.7152771568221556,4099,2.488265526118621,-0.8314717621706043,0.9240158033647841,3726.805318370334
34576,-0.20657280216611928,0.5788626230075782,4012,2.5265715828253366,-0.1037008023396001,0.4201483179640447,3998.8462113659025
121535,-0.530526551737649,0.9125224768654441,4011,2.491588669318622,-0.6335850560274979,0.7980120907822907,3701.1810022438294
59477,-0.8431260529850122,0.7243554549117417,3623,2.4957992402015723,-0.676459910397777,0.7558285467994416,4220.959977918852
79159,-0.05824428283624261,0.9609137437071744,3478,2.460422675640827,-0.1280404582712517,0.5674764281555055,4276.9258194364575
92011,0.28493042786980016,0.7665095423888013,3358,2.44744289795637,0.26230336016059164,0.5082711707620937,4314.144431209053
71975,-0.3177042093884954,0.7900966778006622,3324,2.552748056040884,-0.2534205752631491,0.5983735898393819,4072.891395908544
8963,-0.3361576156719761,0.7152571678577235,3282,2.2007785438700584,-0.4934001840046574,0.6849718785449583,3722.7717854966486
20132,0.2724084317596387,1.0736968113446463,3254,2.4313530435324964,0.12210913715883435,0.7793534608939776,4306.30208973571
130767,-0.24472406554456505,0.7403348355694398,3221,2.4330841884206507,-0.3282679951035945,0.5782587902257231,2744.2039739211423
15617,-0.17573344193991947,0.5450372611688065,3213,2.3718997838191744,-0.2940240112667933,0.4518257039972508,4107.492374727669
131904,-0.05411710534680303,0.5746298764749305,3192,2.590763647945785,-0.17724423398047054,0.3545368255696979,2974.1356516290725
46470,-1.004055667247162,1.2911296763281956,3188,2.5506635418721286,-0.8982907072883708,1.2173926747482129,4911.924404015056
88820,-0.10968704434524224,0.8591556424646417,3180,2.4749603969439233,-0.15675285198633826,0.4840573334647693,4826.559433962264
9544,-0.7491181033609453,0.7227951947658033,2957,2.4486758199827787,-0.6307059345011994,0.6843530202749106,4549.534325329726
120575,-0.2728308833114963,1.2108134861618172,2932,2.4788413835845637,-0.08528224294537565,0.8357352915233407,4800.103001364257
18611,-0.38226708420340927,1.1373796971387626,2916,2.4693184046368426,-0.4364341794682669,0.7850860361236158,5020.507544581618
31122,-0.17352216921128338,0.6729478716432645,2905,2.4600876158315077,-0.13757604625279005,0.4113719867720132,4802.83717728055
125978,0.24465342585334682,0.8981947800436282,2894,2.280664731004342,0.11404559812027149,0.6702058288626163,3967.9350380096753
18138,-0.6980588037907456,0.8815575254796647,2861,2.474775962250208,-0.6032320262529098,0.7448571813256835,4981.526039846208
130459,-0.168076135548064,0.578426944515719,2803,2.3913649960914847,-0.15220195042252357,0.4656593417348839,4420.4944702104885
51703,-0.30238733928282047,0.9084572083707506,2802,2.533697726547198,-0.18758284439176096,0.664067774306336,5371.783369022127
35128,0.26733657656790744,1.1944876863136884,2751,2.461187112461761,0.188372053036884,0.7850087100306865,4939.310432569974
92269,-0.4088876583288923,1.2464495635170565,2735,2.549353414750554,-0.4862991718405714,0.8621195882896716,5553.03071297989
